lga_canonical,year,lga_code,ndvi,nlr,no2,population,z_nlr,z_no2,z_ndvi,urbanicity_index
Ikeja,2019,11,0.203638,15.496732,7.5e-05,973320.0,1.166095644023854,1.0172196808430125,-0.6550506762684648,0.9461220003784436
Ikeja,2020,11,0.217056,17.401555,7.4e-05,1003862.0,1.075355099051739,1.2160853929848556,-0.5483470106205869,0.9465958342190608
Ikeja,2021,11,0.192169,18.066039,9.9e-05,1035985.0,1.1825277521393875,1.231758203766262,-0.676337923752689,1.0302079598861127
Ikeja,2022,11,0.196596,18.738716,9.3e-05,1069136.0,1.1481123614175677,1.217869834551771,-0.5281501240095529,0.9647107733262972
Ikeja,2023,11,0.20213,18.496315,8.9e-05,1103349.0,1.0907718159916109,1.3139211371415278,-0.6796855841779507,1.0281261791036964
Ikeja,2024,11,0.224361,20.134943,7.9e-05,1138656.0,1.181756438690031,1.3046683710884592,-0.5851940770657733,1.023872962281421
Ikeja,2025,11,0.244058,20.549368,7.7e-05,1175093.0,0.9385560475084458,1.345936885963933,-0.2230366952974222,0.8358432095899336
Ikeja,2026,11,0.23548,19.802553,7.5e-05,1175093.0,1.1328640181653415,1.2615099452696643,-0.4286293564945236,0.9410011066431764
Ikorodu,2005,12,0.52269,,,689045.0,,,1.533637804267582,-1.533637804267582
Ikorodu,2006,12,0.495033,,,689045.0,,,1.573481113378971,-1.573481113378971
Ikorodu,2007,12,0.424655,,,711094.0,,,1.1622311521820945,-1.1622311521820945
Ikorodu,2008,12,0.486569,,,733849.0,,,1.5234298940451994,-1.5234298940451994
Ikorodu,2009,12,0.480811,,,757332.0,,,1.435324077194458,-1.435324077194458
Ikorodu,2010,12,0.474345,,,781566.0,,,1.3220389296622443,-1.3220389296622443
Ikorodu,2011,12,0.42396,,,806576.0,,,1.253825382674761,-1.253825382674761
Ikorodu,2012,12,0.407117,2.456858,,832382.0,-1.090074941893141,,1.0391880997887633,-1.064631520840952
Ikorodu,2013,12,0.51135,2.463251,,859018.0,-1.0631569031379755,,1.3400421805771567,-1.2015995418575662
Ikorodu,2014,12,0.473492,2.800139,,886506.0,-1.0455538503592057,,1.3767467835213507,-1.2111503169402782
Ikorodu,2015,12,0.390591,4.001196,,914874.0,-0.87945633422814,,1.0903782872842338,-0.9849173107561868
Ikorodu,2016,12,0.425403,3.592991,,944150.0,-0.8510262262907473,,1.1966680339100384,-1.0238471301003929
Ikorodu,2017,12,0.397187,3.573009,,974363.0,-0.9070222101226968,,1.0610289868236495,-0.9840255984731732
Ikorodu,2018,12,0.443769,3.784818,,1005542.0,-0.9788380540334348,,1.297635334139944,-1.1382366940866897
Ikorodu,2019,12,0.448524,3.625283,4.8e-05,1037719.0,-0.9833895751226094,-0.4321170675876649,1.275778875459326,-0.8970951727232
Ikorodu,2020,12,0.428353,4.208637,4.8e-05,1070890.0,-1.036033243491627,-0.3376355022292102,1.1454335907205044,-0.8397007788137806
Ikorodu,2021,12,0.40855,4.460824,6.1e-05,1105119.0,-0.9906660302570732,-0.313021061683175,1.0604208592369024,-0.788035983725717
Ikorodu,2022,12,0.408317,4.757616,5.5e-05,1140483.0,-0.968657273461874,-0.4498438127623666,1.412629992805173,-0.9437103596764714
Ikorodu,2023,12,0.433431,4.820848,5.5e-05,1177018.0,-0.9669442705667086,-0.3076149304741509,1.1956102302575582,-0.8233898104328059
Ikorodu,2024,12,0.432704,5.821628,5.1e-05,1214779.0,-0.9181351357225712,-0.2767478362914907,1.1858632181029298,-0.7935820633723306
Ikorodu,2025,12,0.396697,5.581695,5.6e-05,1253808.0,-1.0217595090521674,0.1143606504413799,1.279065647748835,-0.7288215021198742
Ikorodu,2026,12,0.408841,4.715401,5.6e-05,1253808.0,-1.1213126557089124,0.1091691298791057,1.1606972352892448,-0.7242802537063504
Kosofe,2005,13,0.387332,,,934614.0,,,0.435839502498058,-0.435839502498058
Kosofe,2006,13,0.338996,,,934614.0,,,0.2429350596733853,-0.2429350596733853
Kosofe,2007,13,0.290039,,,964522.0,,,0.0274284451177803,-0.0274284451177803
Kosofe,2008,13,0.3574,,,995347.0,,,0.4635142220454259,-0.4635142220454259
Kosofe,2009,13,0.354004,,,1027118.0,,,0.3998981302863995,-0.3998981302863995
Kosofe,2010,13,0.369155,,,1059786.0,,,0.475707575381565,-0.475707575381565
Kosofe,2011,13,0.337033,,,1093295.0,,,0.5133532426900815,-0.5133532426900815
Kosofe,2012,13,0.331076,8.994393,,1127680.0,-0.0503859985807573,,0.3907803419924923,-0.2205831702866248
Kosofe,2013,13,0.411346,8.933937,,1162978.0,-0.0119833106595812,,0.5761801981410902,-0.2940817544003357
Kosofe,2014,13,0.355634,8.609726,,1199217.0,-0.0798312264311497,,0.4143902680839721,-0.2471107472575609
Kosofe,2015,13,0.333805,8.816546,,1236432.0,-0.0302077970113985,,0.6036440133781106,-0.3169259051947546
Kosofe,2016,13,0.33178,9.109766,,1274662.0,0.1958892061773292,,0.4253977198911572,-0.114754256856914
Kosofe,2017,13,0.31802,9.557552,,1313947.0,0.2013456902603708,,0.3698748760085146,-0.0842645928740718
Kosofe,2018,13,0.335559,11.394115,,1354313.0,0.2196297500223102,,0.4004059301542558,-0.0903880900659727
Kosofe,2019,13,0.358664,10.398523,7.5e-05,1395799.0,0.2429964596176817,1.0172196808430125,0.567268207155465,0.2309826444350763
Kosofe,2020,13,0.349392,11.374734,7e-05,1438464.0,0.1108255232599735,0.9770514091057684,0.5124733022994955,0.191801210022082
Kosofe,2021,13,0.317729,11.711056,9.2e-05,1482351.0,0.1674310011630003,0.9471936022361028,0.3314558880522895,0.2610562384489378
Kosofe,2022,13,0.303531,12.4118,8.6e-05,1527506.0,0.1902032075432016,0.9106594258360088,0.4520895394701338,0.2162576979696922
Kosofe,2023,13,0.364243,12.909245,8.3e-05,1573974.0,0.2500982349192139,1.0277677134446437,0.6346616532554525,0.2144014317028016
Kosofe,2024,13,0.362581,13.167653,7.2e-05,1621797.0,0.1595925606862855,0.909314319243472,0.5897699934248031,0.1597122955016515
Kosofe,2025,13,0.35332,13.786798,7.7e-05,1671014.0,0.052862514964669,1.345936885963933,0.8521977218955635,0.1822005596776794
Kosofe,2026,13,0.339784,13.019771,7.6e-05,1671014.0,0.1194461797042351,1.322159461869168,0.5276014037653626,0.3046680792693469
Lagos Island,2005,14,0.2188,,,212700.0,,,-0.9310109488518544,0.9310109488518544
Lagos Island,2006,14,0.218437,,,212700.0,,,-0.78508586926457,0.78508586926457
Lagos Island,2007,14,0.197652,,,219087.5,,,-0.751386983193496,0.751386983193496
Lagos Island,2008,14,0.195386,,,225475.0,,,-0.8659160412791435,0.8659160412791435
Lagos Island,2009,14,0.189279,,,231862.5,,,-0.945142278401054,0.945142278401054
Lagos Island,2010,14,0.201878,,,238250.0,,,-0.8701596168421177,0.8701596168421177
Lagos Island,2011,14,0.182141,,,244637.5,,,-0.8060666234793136,0.8060666234793136
Lagos Island,2012,14,0.182683,2.575412,,251025.0,-1.0712208504067542,,-0.8745787722046119,-0.0983210391010711
Lagos Island,2013,14,0.225959,2.83164,,257412.5,-1.003311503661085,,-0.839863973470796,-0.0817237650951444
Lagos Island,2014,14,0.190853,2.879198,,263800.0,-1.032411941145155,,-0.9311108346861976,-0.0506505532294787
Lagos Island,2015,14,0.170454,3.064331,,270187.5,-1.044684454888022,,-0.7964991623489905,-0.1240926462695156
Lagos Island,2016,14,0.200683,2.805955,,276575.0,-1.0003816258326796,,-0.6545850232054462,-0.1728983013136167
Lagos Island,2017,14,0.167428,3.053175,,282962.5,-1.003298119432352,,-0.9448431233583026,-0.0292274980370247
Lagos Island,2018,14,0.181828,3.30354,,289350.0,-1.0546395620834348,,-0.8742634488691596,-0.0901880566071375
Lagos Island,2019,14,0.199881,3.226126,6.1e-05,295737.5,-1.055662308772802,0.2657117372122908,-0.6846731398876236,-0.0350924772242958
Lagos Island,2020,14,0.192595,3.765754,5.6e-05,302125.0,-1.1069120288604617,0.1404324655289638,-0.744429147562448,-0.0740168052563499
Lagos Island,2021,14,0.186943,3.872584,7.2e-05,308512.5,-1.0846270231966846,0.1341518835785042,-0.7182838496884395,-0.0773970966432469
Lagos Island,2022,14,0.174454,4.135218,6.8e-05,314900.0,-1.0628897149156715,0.1206898034240488,-0.7311189053137771,-0.0703603353926152
Lagos Island,2023,14,0.205722,4.102222,6.3e-05,326966.6666666667,-1.0750742730316378,0.0739229677883617,-0.6505630876671171,-0.1168627391920529
Lagos Island,2024,14,0.212264,4.36125,6.1e-05,339033.3333333333,-1.1323856750041792,0.2880436663442057,-0.6880268101053081,-0.0521050661848884
Lagos Island,2025,14,0.147062,4.783263,6.1e-05,351100.0,-1.1263301173528568,0.4075930874705591,-1.1775628574585657,0.1529419425254226
Lagos Island,2026,14,0.223112,4.366772,6.1e-05,351100.0,-1.1734014369206418,0.4124167128766213,-0.5420158233883557,-0.0729896335518882
Lagos Mainland,2005,15,0.158693,,,326700.0,,,-1.4184986667884432,1.4184986667884432
Lagos Mainland,2006,15,0.1616,,,326700.0,,,-1.2697417268782412,1.2697417268782412
Lagos Mainland,2007,15,0.169525,,,336506.25,,,-0.9884954676351518,0.9884954676351518
Lagos Mainland,2008,15,0.128828,,,346312.5,,,-1.4120677285799736,1.4120677285799736
Lagos Mainland,2009,15,0.150417,,,356118.75,,,-1.2624648485173802,1.2624648485173802
Lagos Mainland,2010,15,0.164361,,,365925.0,,,-1.1720116314684914,1.1720116314684914
Lagos Mainland,2011,15,0.15925,,,375731.25,,,-1.0010595227670986,1.0010595227670986
Lagos Mainland,2012,15,0.12824,15.348488,,385537.5,0.9601297869953812,,-1.33881863698417,1.1494742119897756
Lagos Mainland,2013,15,0.206452,16.212597,,395343.75,1.1704469881725346,,-0.988864570360724,1.0796557792666293
Lagos Mainland,2014,15,0.166648,14.577891,,405150.0,0.912251681327282,,-1.1287540956965807,1.0205028885119314
Lagos Mainland,2015,15,0.13116,13.096322,,414956.25,0.7245854179398129,,-1.1333028914171976,0.9289441546785052
Lagos Mainland,2016,15,0.157737,11.654738,,424762.5,0.6788471774556839,,-1.0083760244108646,0.8436116009332743
Lagos Mainland,2017,15,0.138575,13.83725,,434568.75,0.993967597485971,,-1.1967393624396,1.0953534799627855
Lagos Mainland,2018,15,0.159377,15.794794,,444375.0,0.9127387320326368,,-1.0604171994364149,0.9865779657345256
Lagos Mainland,2019,15,0.163852,13.83867,7.7e-05,454181.25,0.8658812589535545,1.1245779585045443,-0.9687475986937644,0.9864022720506213
Lagos Mainland,2020,15,0.161551,16.194064,6.8e-05,463987.5,0.882108811829608,0.8575344171662251,-0.9932813555352676,0.9109748615103668
Lagos Mainland,2021,15,0.155068,17.262372,9.3e-05,473793.75,1.0541560852809648,0.9878456881689824,-0.974125102884391,1.0053756254447794
Lagos Mainland,2022,15,0.132883,17.65869,8.3e-05,483600.0,0.984594022969212,0.778997822100682,-1.1121872463668847,0.9585930304789262
Lagos Mainland,2023,15,0.133707,17.319512,7.7e-05,502166.6666666667,0.9137009734521868,0.741614289747759,-1.2344318477527767,0.9632490369842408
Lagos Mainland,2024,15,0.161644,17.807572,7.2e-05,520733.3333333333,0.840310257045022,0.909314319243472,-1.118331261329682,0.9559852792060588
Lagos Mainland,2025,15,0.133869,22.090814,6.7e-05,539300.0,1.1404391707833952,0.7594720119055745,-1.3073936098338383,1.0691015975076026
Lagos Mainland,2026,15,0.168384,19.282903,6.5e-05,539300.0,1.0552229293383215,0.6550147792746335,-1.0437472723021373,0.917994993638364
Mushin,2005,16,0.213538,,,1321517.0,,,-0.973687515171623,0.973687515171623
Mushin,2006,16,0.188657,,,1321517.0,,,-1.039023470470389,1.039023470470389
Mushin,2007,16,0.160415,,,1363805.0,,,-1.065292079192143,1.065292079192143
Mushin,2008,16,0.177912,,,1407405.0,,,-1.0093015784631745,1.0093015784631745
Mushin,2009,16,0.183955,,,1452442.0,,,-0.9886147029623044,0.9886147029623044
Mushin,2010,16,0.188013,,,1498920.0,,,-0.9817137971549004,0.9817137971549004
Mushin,2011,16,0.160056,,,1546881.0,,,-0.9941937555736184,0.9941937555736184
Mushin,2012,16,0.197519,19.309146,,1596377.0,1.59000822448623,,-0.7480710001518316,1.1690396123190308
Mushin,2013,16,0.212314,18.025579,,1647453.0,1.4649688985292828,,-0.9440887719822568,1.2045288352557697
Mushin,2014,16,0.197934,17.14936,,1700155.0,1.3397047498551578,,-0.8732917092487044,1.106498229551931
Mushin,2015,16,0.153869,16.031679,,1754560.0,1.242273153713728,,-0.9386554672962144,1.0904643105049712
Mushin,2016,16,0.166218,14.020461,,1810706.0,1.1277891621559253,,-0.9385091804388264,1.0331491712973755
Mushin,2017,16,0.192848,14.716006,,1868648.0,1.1567176926342595,,-0.7229181104498846,0.939817901542072
Mushin,2018,16,0.177266,16.846381,,1928445.0,1.0783641718943706,,-0.9120895327891548,0.9952268523417628
Mushin,2019,16,0.183055,15.754198,8.1e-05,1990151.0,1.2127133198806737,1.3392945138276078,-0.8173395154148968,1.1231157830410596
Mushin,2020,16,0.159703,18.364828,7.4e-05,2053836.0,1.2295168533267813,1.2160853929848556,-1.0080951321212026,1.151232459477613
Mushin,2021,16,0.158887,17.561983,0.000101,2119595.0,1.1020136724148388,1.313062375632022,-0.9434723108544196,1.1195161196337602
Mushin,2022,16,0.167293,18.022237,9.5e-05,2187482.0,1.0396358473214815,1.305644237041989,-0.7967615501931715,1.0473472115188809
Mushin,2023,16,0.180516,18.448941,8.7e-05,2257565.0,1.0836435591003026,1.2185366625759,-0.8549232343965363,1.052367818690913
Mushin,2024,16,0.194323,19.927296,7.6e-05,2329907.0,1.1512927630319425,1.1352309202977506,-0.8405375204849308,1.0423537346048748
Mushin,2025,16,0.20385,21.789619,7.7e-05,2404572.0,1.100991673229281,1.345936885963933,-0.6187188670176503,1.0218824754036215
Mushin,2026,16,0.189128,19.792439,7.5e-05,2404572.0,1.131352881876693,1.2615099452696643,-0.8535719109465701,1.0821449126976426
Ojo,2005,17,0.482498,,,941523.0,,,1.207667345597088,-1.207667345597088
Ojo,2006,17,0.469321,,,941523.0,,,1.3542318319080504,-1.3542318319080504
Ojo,2007,17,0.412253,,,971652.0,,,1.057683229401655,-1.057683229401655
Ojo,2008,17,0.421987,,,1002745.0,,,0.9934925721716124,-0.9934925721716124
Ojo,2009,17,0.470363,,,1034832.0,,,1.350012301872154,-1.350012301872154
Ojo,2010,17,0.477973,,,1067946.0,,,1.3512288731295916,-1.3512288731295916
Ojo,2011,17,0.397423,,,1102128.0,,,1.027774682906295,-1.027774682906295
Ojo,2012,17,0.440139,2.160239,,1137416.0,-1.1372473845150737,,1.3207693648687655,-1.2290083746919196
Ojo,2013,17,0.492279,1.980675,,1173853.0,-1.1415521687348311,,1.1943718887184491,-1.16796202872664
Ojo,2014,17,0.485653,2.289485,,1211484.0,-1.1304394232578228,,1.4760460893320206,-1.3032427562949218
Ojo,2015,17,0.425408,2.361713,,1250372.0,-1.1686001222272917,,1.3888079568258374,-1.2787040395265643
Ojo,2016,17,0.446927,2.117782,,1290584.0,-1.1309758468962274,,1.3739836747134997,-1.2524797608048637
Ojo,2017,17,0.470037,2.626756,,1332163.0,-1.0822730940817855,,1.697033596988018,-1.3896533455349018
Ojo,2018,17,0.458084,2.914834,,1375152.0,-1.1158609372306123,,1.4163289753750894,-1.266094956302851
Ojo,2019,17,0.464207,2.511532,3.1e-05,1419597.0,-1.1850491461075492,-1.3446624277106842,1.3994331466702037,-1.3097149068294789
Ojo,2020,17,0.46646,3.220968,2.9e-05,1465548.0,-1.1940993220416083,-1.473046925654874,1.4509036039024474,-1.37268328386631
Ojo,2021,17,0.444297,2.763967,3.5e-05,1513045.0,-1.2617090885267082,-1.3699752959380531,1.3473403032524531,-1.3263415625724049
Ojo,2022,17,0.398474,2.904288,3.5e-05,1562143.0,-1.249255254584378,-1.3275878376645445,1.3224022936642883,-1.2997484619710702
Ojo,2023,17,0.443295,2.879003,3.5e-05,1612892.0,-1.2591292244043246,-1.261459676130433,1.275583589272832,-1.2653908299358634
Ojo,2024,17,0.441928,3.089653,3e-05,1665348.0,-1.3189403498889518,-1.4628099918264532,1.2642734958210973,-1.3486746125121674
Ojo,2025,17,0.404272,3.405601,3e-05,1719559.0,-1.3067624564534244,-1.410448022110352,1.35361032668787,-1.3569402684172156
Ojo,2026,17,0.433606,3.080306,2.9e-05,1719559.0,-1.365612773356592,-1.528367818307478,1.3877360332052986,-1.427238874956456
Oshodi/Isolo,2005,18,0.345948,,,1134548.0,,,0.1002015282340321,-0.1002015282340321
Oshodi/Isolo,2006,18,0.306287,,,1134548.0,,,-0.035978472826317,0.035978472826317
Oshodi/Isolo,2007,18,0.237973,,,1170842.0,,,-0.4114840002528336,0.4114840002528336
Oshodi/Isolo,2008,18,0.280388,,,1208309.0,,,-0.1684193357900185,0.1684193357900185
Oshodi/Isolo,2009,18,0.27881,,,1246991.0,,,-0.2140886263737575,0.2140886263737575
Oshodi/Isolo,2010,18,0.283706,,,1286931.0,,,-0.2117928323751586,0.2117928323751586
Oshodi/Isolo,2011,18,0.260055,,,1328173.0,,,-0.1423701158951761,0.1423701158951761
Oshodi/Isolo,2012,18,0.292949,12.377199,,1370766.0,0.4875944475003406,,0.0656683289797965,0.210963059260272
Oshodi/Isolo,2013,18,0.32521,11.83969,,1414751.0,0.4600610475220506,,-0.0817536416964465,0.2709073446092486
Oshodi/Isolo,2014,18,0.302652,10.970319,,1460171.0,0.3125681069442177,,-0.0182284162726537,0.1653982616084357
Oshodi/Isolo,2015,18,0.229967,11.675483,,1507097.0,0.4740022947254051,,-0.2863907405024945,0.3801965176139498
Oshodi/Isolo,2016,18,0.246167,9.523726,,1555576.0,0.274446173322896,,-0.2798858684802739,0.277166020901585
Oshodi/Isolo,2017,18,0.275031,9.607626,,1605655.0,0.2106196505684148,,-0.0054333214706349,0.1080264860195248
Oshodi/Isolo,2018,18,0.268278,11.242868,,1657396.0,0.1958082774263504,,-0.1574583294295261,0.1766333034279383
Oshodi/Isolo,2019,18,0.256137,10.287343,6.7e-05,1710852.0,0.2228658279934625,0.587786570196886,-0.2411167615646545,0.3505897199183343
Oshodi/Isolo,2020,18,0.236156,12.373108,6.5e-05,1766079.0,0.2706048249351898,0.6782589292569096,-0.3952392547811056,0.4480343363244016
Oshodi/Isolo,2021,18,0.232498,11.843844,8.8e-05,1823154.0,0.188641548440413,0.7845852585045828,-0.352641550414978,0.4419561191199913
Oshodi/Isolo,2022,18,0.221567,12.921453,8e-05,1882119.0,0.2673658052447567,0.6473362183653557,-0.299248785469774,0.4046502696932955
Oshodi/Isolo,2023,18,0.268309,13.743983,7.4e-05,1943027.0,0.3756993431418083,0.5985375778993165,-0.1431327733231443,0.3724565647880897
Oshodi/Isolo,2024,18,0.277837,14.529948,6.8e-05,2005924.0,0.3594534449303908,0.6833977181891933,-0.1306116820899805,0.3911542817365215
Oshodi/Isolo,2025,18,0.287453,15.42574,5.8e-05,2070853.0,0.2675146856060616,0.2316536252530517,0.2040083664265954,0.0983866481441726
Oshodi/Isolo,2026,18,0.275851,13.160814,6.1e-05,2070853.0,0.1405194638212935,0.4124167128766213,-0.0585189865906666,0.2038183877628605
Shomolu,2005,19,0.20358,,,1025123.0,,,-1.0544501999706073,1.0544501999706073
Shomolu,2006,19,0.188135,,,1025123.0,,,-1.043474626542566,1.043474626542566
Shomolu,2007,19,0.169365,,,1057927.0,,,-0.9898442555439464,0.9898442555439464
Shomolu,2008,19,0.179294,,,1091781.0,,,-0.9979613694447276,0.9979613694447276
Shomolu,2009,19,0.17685,,,1126718.0,,,-1.0466296497143115,1.0466296497143115
Shomolu,2010,19,0.179246,,,1162773.0,,,-1.0522507967078878,1.0522507967078878
Shomolu,2011,19,0.164142,,,1199981.0,,,-0.9593878935977376,0.9593878935977376
Shomolu,2012,19,0.154808,17.230363,,1238381.0,1.2594114933565697,,-1.1122711519546291,1.1858413226555995
Shomolu,2013,19,0.203861,17.113388,,1278017.0,1.3167819689678022,,-1.0086554426907492,1.1627187058292758
Shomolu,2014,19,0.157049,15.996784,,1318929.0,1.14811303791479,,-1.2071336727442432,1.1776233553295166
Shomolu,2015,19,0.145141,14.024871,,1361155.0,0.888346905678828,,-1.0134664549102856,0.9509066802945568
Shomolu,2016,19,0.151371,12.978366,,1404732.0,0.9300313530015154,,-1.0608194071164412,0.9954253800589784
Shomolu,2017,19,0.155982,15.438666,,1449699.0,1.2905580120856908,,-1.0447704914837843,1.1676642517847378
Shomolu,2018,19,0.15851,18.435476,,1496093.0,1.3286473708660975,,-1.0676059795237964,1.1981266751949469
Shomolu,2019,19,0.151352,17.151751,8.4e-05,1543960.0,1.4657590530909834,1.5003319303199047,-1.067305169957934,1.3444653844562742
Shomolu,2020,19,0.15674,19.775504,7.6e-05,1593347.0,1.4552807716279268,1.3356023849243996,-1.0318468745585003,1.274243343703609
Shomolu,2021,19,0.14774,19.338427,0.000104,1644314.0,1.385769354010131,1.4350186334306614,-1.0329425053446244,1.2845768309284722
Shomolu,2022,19,0.14267,20.360859,9.7e-05,1696908.0,1.3937084193695344,1.3934186395322066,-1.0224728816923097,1.2698666468646838
Shomolu,2023,19,0.168897,21.682476,9e-05,1751189.0,1.5701861383006586,1.3616133744243424,-0.949125430097922,1.293641647607641
Shomolu,2024,19,0.180523,21.765463,7.7e-05,1807227.0,1.420968334041404,1.1917100705613202,-0.9578469125611134,1.1901751057212793
Shomolu,2025,19,0.15466,23.437857,8.1e-05,1865078.0,1.3168613406327818,1.5805228355872765,-1.1027918382402435,1.333392004820101
Shomolu,2026,19,0.190828,20.589991,7.8e-05,1865078.0,1.2505154060298105,1.443458495068174,-0.8379867723858072,1.1773202244945973
Surulere,2005,20,0.219805,,,1274362.0,,,-0.9228600653187172,0.9228600653187172
Surulere,2006,20,0.209939,,,1274362.0,,,-0.8575493257805892,0.8575493257805892
Surulere,2007,20,0.178212,,,1315062.0,,,-0.9152647141120364,0.9152647141120364
Surulere,2008,20,0.186357,,,1357144.0,,,-0.940004859822958,0.940004859822958
Surulere,2009,20,0.198845,,,1400653.0,,,-0.86703235853762,0.86703235853762
Surulere,2010,20,0.198454,,,1445635.0,,,-0.8977082294199014,0.8977082294199014
Surulere,2011,20,0.166134,,,1492135.0,,,-0.942419397010377,0.942419397010377
Surulere,2012,20,0.180021,14.013395,,1540203.0,0.7478048923074352,,-0.8972778615281832,0.8225413769178092
Surulere,2013,20,0.204559,13.417182,,1589889.0,0.7163272197248014,,-1.0033238993150806,0.859825559519941
Surulere,2014,20,0.190061,12.819446,,1641246.0,0.6199468893630391,,-0.9375778234372912,0.7787623564001651
Surulere,2015,20,0.149196,12.282417,,1694326.0,0.5810428653354556,,-0.978709516920476,0.7798761911279657
Surulere,2016,20,0.169362,10.146476,,1749188.0,0.3926251067703349,,-0.9126087727689656,0.6526169397696502
Surulere,2017,20,0.177654,11.950565,,1805902.0,0.6445439084700798,,-0.8555667589994715,0.7500553337347757
Surulere,2018,20,0.175587,13.487331,,1864490.0,0.5493122401307067,,-0.9260110573182372,0.7376616487244718
Surulere,2019,20,0.145377,12.095271,6.7e-05,1925022.0,0.5502154643589161,0.587786570196886,-1.1144156890222068,0.7508059078593362
Surulere,2020,20,0.153749,14.839234,6.3e-05,1987563.0,0.6652824608943537,0.5587419373173663,-1.0558230681561906,0.7599491554559702
Surulere,2021,20,0.166541,15.055288,8.3e-05,2052160.0,0.7016132385838187,0.5813248288401832,-0.8820383045183628,0.7216587906474551
Surulere,2022,20,0.159628,15.71638,7.7e-05,2118869.0,0.6905239691449285,0.5156746146300288,-0.8670242052693561,0.6910742630147712
Surulere,2023,20,0.151439,16.192694,6.8e-05,2187761.0,0.7441512589727126,0.3123841542024321,-1.090667897827915,0.71573443700102
Surulere,2024,20,0.175013,16.948797,6.3e-05,2258909.0,0.7143202689244375,0.401001966871345,-1.004685662585734,0.7066692994605055
Surulere,2025,20,0.162287,19.505904,5.9e-05,2332394.0,0.8018936076013898,0.2903001126588874,-1.0277354334523858,0.7066430512375543
Surulere,2026,20,0.160565,16.754954,5.8e-05,2332394.0,0.6775211822793838,0.230468163078112,-1.115429741953081,0.6744730291035257
