disease,predictor,posterior_mean_beta,posterior_median_beta,beta_2.5,beta_97.5,IRR_mean,IRR_median,IRR_2.5,IRR_97.5,P_beta_gt_0,significant_95
cvd,ndvi,-0.14131542987451529,-0.14134060674441679,-0.6805243231045225,0.38434136901829374,0.9009459689874982,0.8681935494820702,0.5063514340913848,1.4686467081737542,0.30325,no
cvd,nlr,-0.23611202392235967,-0.2416528309457443,-0.8287859953717992,0.3927261866200694,0.8285484760811221,0.7853287721714478,0.4365789795406324,1.481012813340545,0.214875,no
cvd,no2,0.17256568482166376,0.17342990879160763,-0.21261154943177238,0.5439254533767661,1.2104981487355246,1.1893773189553325,0.8084701270095337,1.7227562189842807,0.815625,no
