disease,scenario,lga_canonical,cases_status_quo_mean,cases_scenario_mean,cases_avoided_median,cases_avoided_mean,cases_avoided_2.5,cases_avoided_97.5,P_avoided_gt_0,significant_95
htn,no2_minus_50,Ikorodu,26.073294319534057,15.4227290779092,9.402629002199644,10.650565241624856,1.6933539156087534,24.928642663994463,0.996,yes
htn,no2_minus_50,Kosofe,19.47803486694424,8.892095441072437,9.354680621262162,10.585939425871802,1.705733860494683,25.572315039055525,0.996,yes
htn,no2_minus_50,Lagos Island,1.267391186270817,0.6958321062011505,0.4921758474287907,0.5715590800696664,0.07770771722010254,1.4774106344673603,0.996,yes
htn,no2_minus_50,Lagos Mainland,3.7545242133356824,1.826744927144411,1.659484420754579,1.9277792861912713,0.3116154310602699,4.740131031555636,0.996,yes
htn,no2_minus_50,Mushin,5.62614479527368,2.4853658208896015,2.7018321667081695,3.140778974384079,0.558693170979932,7.639772604691882,0.996,yes
htn,no2_minus_50,Ojo,12.714324382633926,9.028222673066209,3.1518642371489265,3.686101709567716,0.5095672186136091,9.230932962328152,0.996,yes
htn,no2_minus_50,Oshodi/Isolo,15.819828237543549,7.827528794529521,7.057865616902912,7.992299443014028,1.428779894461524,19.68791451689497,0.996,yes
htn,no2_minus_50,Shomolu,7.907941817708621,3.3920983198336523,3.9189523554895143,4.515843497874969,0.7451371373809406,10.980139938603998,0.996,yes
htn,no2_minus_50,Surulere,6.494522447338373,3.4181180897807644,2.7338810027158926,3.0764043575576094,0.5168119688076549,7.514539920807879,0.996,yes
htn,no2_minus_50,LAGOS STATE,244.58687862195669,128.188809278805,102.3883174113161,116.3980693431517,19.709982820207948,275.41903484542104,0.996,yes
htn,ndvi_plus_10,Agege,16.246422723514982,16.401351034502515,-0.11522107439863039,-0.15492831098753038,-1.3158504879683668,0.7378496328014726,0.36,no
